,single-w,multi-5x4w-stag500,multi-inst-5x4i
fs_async,929.6637191689823,131.61830938593505,
fs_callback,6.974590163934426,0.0,
promise_callback,0.07457930632320876,0.02220165534154192,
event_loop_immediate,0.026330815933659116,0.11727591240875913,
event_loop_timers,0.43487288135593216,0.3996756756756757,
