scenario,run_dir,run_started_at,run_finished_at,run_wall_clock_sec,first_request_started_at,last_request_finished_at,request_window_sec
single-w,/root/Zehao/ClawHarness/out/batch_run_1/task-01/20260416T131415Z_vps-docker-qwen3-32b8x2-single-20-worker,2026-04-16T13:14:22.739492+00:00,2026-04-16T13:21:59.548547+00:00,456.809055,2026-04-16T13:14:23.491679+00:00,2026-04-16T13:21:49.359766+00:00,445.868087
multi-5x4w-stag500,/root/Zehao/ClawHarness/out/batch_run_1/task-01/20260416T134055Z_vps-docker-qwen3-32b8x2-multi-5x4w-stag500-worker,2026-04-16T13:41:04.048554+00:00,2026-04-16T13:45:55.842057+00:00,291.793503,2026-04-16T13:41:04.702548+00:00,2026-04-16T13:45:50.947789+00:00,286.245241
multi-inst-5x4i,/root/Zehao/ClawHarness/out/batch_run_1/task-01/20260416T134818Z_vps-docker-qwen3-32b8x2-single-inst-5x4i-worker,2026-04-16T13:48:48.059829+00:00,2026-04-16T13:53:16.222609+00:00,268.16278,2026-04-16T13:48:48.160427+00:00,2026-04-16T13:52:47.266424+00:00,239.105997
