scenario,cpu_user_pct_mean,cpu_system_pct_mean,cpu_iowait_pct_mean,cpu_idle_pct_mean,mem_free_kib_mean,mem_buff_kib_mean,mem_cache_kib_mean,disk_pct_util_mean,disk_w_await_ms_mean,disk_aqu_sz_mean,interrupts_per_s_mean,context_switches_per_s_mean,run_queue_mean,blocked_processes_mean
single-w,8.914798206278027,10.23542600896861,0.0,80.94843049327355,921836086.9596412,1597885.6322869954,1073516911.7847533,0.2858744394618834,0.29872197309417037,0.030156950672645743,980709.0067264574,1547219.7331838566,33.76008968609865,0.002242152466367713
multi-5x4w-stag500,8.588850174216027,10.264808362369338,0.0,81.1602787456446,920567155.5121951,1598118.787456446,1074485987.010453,0.4451048951048951,0.3327622377622378,0.05951048951048951,909736.5679442509,1436127.9721254355,34.59581881533101,0.006968641114982578
multi-inst-5x4i,,,,,,,,,,,,,,
