scenario,send_p95,send_p99,wait_p50,wait_p95,wait_p99,history_p95,history_p99,total_p95,total_p99
multi-5x4w-stag150,169.899,172.571,9235.794,15556.042,15653.996,22.066,9473.329,15646.001,15835.807
multi-5x4w-stag300,117.859,465.855,9657.164,14733.891,18561.513,17.375,3679.393,14747.619,18570.033
multi-5x4w-stag500,19.564,123.881,8568.67,15544.922,17748.113,15.214,3866.449,15561.519,17774.751
