scenario,busiest_device,pct_util,r_await,w_await,aqu_sz,system_wkb_s,benchmark_kb_wr_per_s
multi-5x4w-stag150,sda,0.6857142857142857,0.0,0.6946031746031746,0.1338095238095238,9202.15873015873,8753.423174603175
multi-5x4w-stag300,sda,0.5984848484848485,0.0,0.6598484848484848,0.10212121212121213,6881.818181818182,6884.957727272727
multi-5x4w-stag500,sda,0.6538461538461539,0.0,0.6706153846153846,0.11738461538461538,8936.184615384615,10418.584615384616
