scenario,total_mean,total_p50,total_p95,total_p99
multi-5x4w-stag150,9892.48415,9749.402,15646.001,15835.807
multi-5x4w-stag300,10530.20295,9674.466,14747.619,18570.033
multi-5x4w-stag500,10026.6164,8580.281,15561.519,17774.751
