scenario,connect,send,wait,history,total
multi-5x4w-stag150,6651.93425,21.5569,9387.92425,482.96840000000003,9892.48415
multi-5x4w-stag300,3566.2615,31.8043,10307.3781,190.9691,10530.20295
multi-5x4w-stag500,934.92075,10.16185,9814.5245,201.89255,10026.6164
