scenario,connect,send,wait,history,total
multi-5x4w-stag150,545.87575,11.661150000000001,25301.06815,164.12740000000002,25476.8958
multi-5x4w-stag300,540.33375,9.687999999999999,23853.886300000002,163.6163,24027.23195
multi-5x4w-stag500,16413.064000000002,39.1502,20642.2422,444.61585,21126.0478
