scenario,connect,send,wait,history,total
multi-5x4w-stag150,6856.43275,36.19175,16505.5836,972.5975000000001,17514.40935
multi-5x4w-stag300,7276.4710000000005,22.63255,10450.430799999998,956.0995500000001,11429.20145
multi-5x4w-stag500,916.1715,17.35275,17864.29025,175.8397,18057.519800000002
