scenario,send_p95,send_p99,wait_p50,wait_p95,wait_p99,history_p95,history_p99,total_p95,total_p99
multi-5x4w-stag150,70.443,175.159,41936.124,122600.768,167233.931,130.777,3201.003,122611.658,167421.788
multi-5x4w-stag300,32.403,93.356,45633.837,72229.241,101442.409,91.34,3175.01,72247.396,101460.015
multi-5x4w-stag500,175.992,238.899,37016.605,80667.52,93109.145,56.176,3519.225,80705.627,93148.206
