scenario,interrupts_per_s,system_context_switches_per_s,run_queue,blocked_processes,benchmark_cswch_per_s,benchmark_nvcswch_per_s,benchmark_iodelay
multi-5x4w-stag150,915296.1491525423,1428124.2881355933,35.41694915254237,0.003389830508474576,52.23598639455782,14.392448979591837,0.0
multi-5x4w-stag300,883693.5504201681,1398899.5420168068,33.357142857142854,0.01680672268907563,45.09902953586498,18.316160337552745,0.0
multi-5x4w-stag500,909736.5679442509,1436127.9721254355,34.59581881533101,0.006968641114982578,48.40909090909091,14.583916083916083,0.0
