scenario,run_dir,run_started_at,run_finished_at,run_wall_clock_sec,first_request_started_at,last_request_finished_at,request_window_sec
multi-5x4w-stag150,/root/Zehao/ClawHarness/out/batch_run_1/task-01/20260416T132627Z_vps-docker-qwen3-32b8x2-multi-5x4w-stag150-worker,2026-04-16T13:26:35.107685+00:00,2026-04-16T13:31:41.253550+00:00,306.145865,2026-04-16T13:26:35.757390+00:00,2026-04-16T13:31:29.785350+00:00,294.02796
multi-5x4w-stag300,/root/Zehao/ClawHarness/out/batch_run_1/task-01/20260416T133412Z_vps-docker-qwen3-32b8x2-multi-5x4w-stag300-worker,2026-04-16T13:34:19.925292+00:00,2026-04-16T13:38:28.543158+00:00,248.617866,2026-04-16T13:34:20.697749+00:00,2026-04-16T13:38:17.748987+00:00,237.051238
multi-5x4w-stag500,/root/Zehao/ClawHarness/out/batch_run_1/task-01/20260416T134055Z_vps-docker-qwen3-32b8x2-multi-5x4w-stag500-worker,2026-04-16T13:41:04.048554+00:00,2026-04-16T13:45:55.842057+00:00,291.793503,2026-04-16T13:41:04.702548+00:00,2026-04-16T13:45:50.947789+00:00,286.245241
