scenario,run_dir,instance_num,requests_total,requests_ok,requests_failed,connect_mean_ms,send_mean_ms,send_p95_ms,send_p99_ms,wait_mean_ms,wait_p50_ms,wait_p95_ms,wait_p99_ms,history_mean_ms,history_p95_ms,history_p99_ms,total_mean_ms,total_p50_ms,total_p95_ms,total_p99_ms,benchmark_cpu_percent_mean,benchmark_cpu_usr_percent_mean,benchmark_cpu_system_percent_mean,benchmark_cpu_wait_percent_mean,benchmark_rss_kib_mean,benchmark_kb_wr_per_s_mean,benchmark_iodelay_mean,benchmark_cswch_per_s_mean,benchmark_nvcswch_per_s_mean,system_busiest_device,system_disk_pct_util_mean,system_disk_r_await_mean,system_disk_w_await_mean,system_disk_aqu_sz_mean,system_disk_wkb_s_mean,system_interrupts_per_s_mean,system_context_switches_per_s_mean,system_run_queue_mean,system_blocked_processes_mean
multi-5x4w-stag150,/root/Zehao/ClawHarness/out/batch_run_1/task-01/20260416T132627Z_vps-docker-qwen3-32b8x2-multi-5x4w-stag150-worker,1,20,20,0,625.33375,14.3004,70.443,175.159,49729.7218,41936.124,122600.768,167233.931,178.64745,130.777,3201.003,49922.70945,45139.027,122611.658,167421.788,27.808673469387756,22.21095238095238,5.5977210884353745,0.027210884353741496,799579.3741496599,4188.280476190476,0.0,52.23598639455782,14.392448979591837,sda,0.4581632653061224,0.0,0.35346938775510206,0.04996598639455782,4807.115646258503,915296.1491525423,1428124.2881355933,35.41694915254237,0.003389830508474576
multi-5x4w-stag300,/root/Zehao/ClawHarness/out/batch_run_1/task-01/20260416T133412Z_vps-docker-qwen3-32b8x2-multi-5x4w-stag300-worker,1,20,20,0,521.6152500000001,9.11545,32.403,93.356,45328.16375,45633.837,72229.241,101442.409,181.42905000000002,91.34,3175.01,45518.749449999996,45706.73,72247.396,101460.015,33.32869198312236,26.32042194092827,7.008270042194093,0.0379746835443038,845248.0843881856,5943.052194092827,0.0,45.09902953586498,18.316160337552745,sda,0.5351476793248945,0.004219409282700422,0.3584810126582279,0.056329113924050635,5776.308481012658,883693.5504201681,1398899.5420168068,33.357142857142854,0.01680672268907563
multi-5x4w-stag500,/root/Zehao/ClawHarness/out/batch_run_1/task-01/20260416T134055Z_vps-docker-qwen3-32b8x2-multi-5x4w-stag500-worker,1,20,20,0,16489.15075,26.274399999999996,175.992,238.899,44086.4872,37016.605,80667.52,93109.145,191.469,56.176,3519.225,44304.2697,37044.969,80705.627,93148.206,29.97902097902098,23.416083916083917,6.562937062937063,0.027972027972027972,845271.7622377622,4953.748251748252,0.0,48.40909090909091,14.583916083916083,sda,0.4451048951048951,0.0034965034965034965,0.3327622377622378,0.05951048951048951,4970.797202797203,909736.5679442509,1436127.9721254355,34.59581881533101,0.006968641114982578
