scenario,connect,send,wait,history,total
multi-5x4w-stag150,625.33375,14.3004,49729.7218,178.64745,49922.70945
multi-5x4w-stag300,521.6152500000001,9.11545,45328.16375,181.42905000000002,45518.749449999996
multi-5x4w-stag500,16489.15075,26.274399999999996,44086.4872,191.469,44304.2697
