scenario,utilization_pct,hbm_usage_pct,aicore_usage_pct
single-w,33.557291666666664,92.0,12.161458333333334
single-r,57.34375,92.0,20.052083333333332
single-inst-w,69.89696134135473,92.0,27.425426136363637
single-inst-r,43.6678740530303,92.0,21.391595643939397
