scenario,connect,send,wait,history,total
single-w,30612.099,3.3966000000000003,3602.0622000000003,224.29674999999997,3829.7934
single-r,76.176,5.68795,5172.10235,204.8962,5382.726049999999
single-inst-w,7123.8324999999995,8.77655,22793.3,817.06855,23619.18395
single-inst-r,2535.7485,8.023349999999999,10255.9455,774.9242,11038.93545
