scenario,run_dir,openat_count,openat_total_sec,openat_mean_ms,statx_count,statx_total_sec,statx_mean_ms,newfstatat_count,newfstatat_total_sec,newfstatat_mean_ms,pread64_count,pread64_total_sec,pread64_mean_ms,clone_count,clone_total_sec,clone_mean_ms,sched_yield_count,sched_yield_total_sec,sched_yield_mean_ms,futex_count,futex_total_sec,futex_mean_ms,read_count,read_total_sec,read_mean_ms,write_count,write_total_sec,write_mean_ms,futex_total_sec_per_request,futex_total_sec_per_wall_sec,statx_total_sec_per_request,statx_total_sec_per_wall_sec,openat_total_sec_per_request,openat_total_sec_per_wall_sec,estimated_makespan_sec
serial-100,/root/Zehao/ClawHarness/out/batch_run_burst_smoke/context-list-smoke/20260523T235202Z_vps-docker-burst-smoke-burst-serial-100-smoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.587955
1c1i-10w,/root/Zehao/ClawHarness/out/batch_run_burst_smoke/context-list-smoke/20260523T235241Z_vps-docker-burst-smoke-burst-single-container-single-instance-10w-smoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.762153
2c2oc-2x5w,/root/Zehao/ClawHarness/out/batch_run_burst_smoke/context-list-smoke/20260524T000139Z_vps-docker-burst-smoke-burst-multi-container-multi-openclaw-2x2x5w-smoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.049119
