scenario,connect,send,wait,history,total
单实例串行,67.328,3.7432,10659.810309999999,52.52391000000001,10716.11214
单实例并行,898.62825,8.49536,15743.31589,41.805910000000004,15793.655120000001
多实例并行,5649.08625,4.58149,14463.243859999999,182.09208999999998,14649.95698
