scenario,pct_cpu_total,pct_cpu_usr,pct_cpu_system,pct_cpu_wait
single-w,65.98181818181818,54.41818181818182,11.563636363636364,0.07272727272727272
multi-5x4w-stag500,108.94594594594595,90.16216216216216,18.783783783783782,0.10810810810810811
multi-inst-5x4i,190.71851367054,156.44170910230122,34.27680456823878,0.410360674413306
multi-inst-5x2ix2w-500,104.16472727272728,85.61380419580419,18.550923076923077,0.13426573426573427
