scenario,connect,send,wait,history,total
single-w,94.302,2.6740500000000003,2297.3583,201.47265,2501.54165
multi-5x4w-stag500,3400.16,268.15545000000003,5780.84775,200.9563,6249.9945
multi-inst-5x4i,155.37825,6.96555,4172.3692,792.52245,4971.895149999999
multi-inst-5x2ix2w-500,805.28325,34.751400000000004,6219.8178,659.8175,6914.424000000001
