scenario,run_dir,run_started_at,run_finished_at,run_wall_clock_sec,first_request_started_at,last_request_finished_at,request_window_sec
single-w,/root/Zehao/ClawHarness/out/batch_run_1/task-01/20260416T132159Z_vps-docker-qwen3-32b8x2-single-20-request,2026-04-16T13:22:07.496235+00:00,2026-04-16T13:26:27.277752+00:00,259.781517,2026-04-16T13:22:08.235413+00:00,2026-04-16T13:26:19.587649+00:00,251.352236
multi-5x4w-stag500,/root/Zehao/ClawHarness/out/batch_run_1/task-01/20260416T133828Z_vps-docker-qwen3-32b8x2-multi-5x4w-stag300-request,2026-04-16T13:38:36.479127+00:00,2026-04-16T13:40:55.067199+00:00,138.588072,2026-04-16T13:38:37.266790+00:00,2026-04-16T13:40:44.784376+00:00,127.517586
multi-inst-5x4i,/root/Zehao/ClawHarness/out/batch_run_1/task-01/20260416T135316Z_vps-docker-qwen3-32b8x2-single-inst-5x4i-request,2026-04-16T13:53:47.994698+00:00,2026-04-16T13:56:02.055764+00:00,134.061066,2026-04-16T13:53:48.069632+00:00,2026-04-16T13:55:39.184395+00:00,111.114763
multi-inst-5x2ix2w-500,/root/Zehao/ClawHarness/out/batch_run_1/task-01/20260416T151659Z_vps-docker-qwen3-32b8x2-multi-inst-5x2ix2w-stag500-request,2026-04-16T15:17:14.506517+00:00,2026-04-16T15:19:48.308301+00:00,153.801784,2026-04-16T15:17:15.280253+00:00,2026-04-16T15:19:26.139426+00:00,130.859173
