scenario,interrupts_per_s,system_context_switches_per_s,run_queue,blocked_processes,benchmark_cswch_per_s,benchmark_nvcswch_per_s,benchmark_iodelay
single-w,950504.4523809524,1533768.6944444445,32.523809523809526,0.003968253968253968,46.77845238095238,13.367857142857142,0.0
multi-5x4w-stag500,856420.2248062015,1386105.488372093,29.58139534883721,0.0,41.53125,30.015625,0.0
multi-inst-5x4i,875306.2253787878,1416360.6480933365,32.027366690157386,0.014941077441077442,118.8818460180016,92.32454764583571,0.0
multi-inst-5x2ix2w-500,871618.7346682095,1404746.0388137044,31.48739749459174,0.00709362579866177,78.22909369259033,46.03451112471933,0.0
