scenario,connect,send,wait,history,total
single-w,738.83,4.3464,12358.06825,205.1072,12567.56145
multi-5x4w-stag500,540.33375,9.687999999999999,23853.886300000002,163.6163,24027.23195
multi-inst-5x4i,7391.217000000001,9.8305,18173.444349999998,836.05435,19019.3682
multi-inst-5x2ix2w-500,5744.48725,34.189299999999996,22970.958749999998,697.0172,23702.20515
