scenario,utilization_pct,hbm_usage_pct,aicore_usage_pct
single-w,59.083333333333336,92.0,21.358333333333334
multi-5x4w-stag500,78.65,92.0,36.3375
multi-inst-5x4i,61.52369505494506,92.0,30.849158653846153
multi-inst-5x2ix2w-500,67.75568181818181,92.0,34.86079545454545
