scenario,connect,send,wait,history,total
single-w,7213.745,4.9493,6251.7775,207.13595,6463.907
multi-5x4w-stag500,916.1715,17.35275,17864.29025,175.8397,18057.519800000002
multi-inst-5x4i,155.62975,9.28965,16072.20055,871.6742,16953.2044
multi-inst-5x2ix2w-500,698.8462499999999,46.31595,14468.703399999999,705.4633,15220.5209
