scenario,run_dir,run_started_at,run_finished_at,run_wall_clock_sec,first_request_started_at,last_request_finished_at,request_window_sec
single-w,/root/Zehao/ClawHarness/out/batch_run_3/task-01/20260417T094403Z_vps-docker-qwen3-235b8x2-single-20-worker,2026-04-17T09:44:12.057519+00:00,2026-04-17T09:46:35.017522+00:00,142.960003,2026-04-17T09:44:19.271621+00:00,2026-04-17T09:46:28.550811+00:00,129.27919
multi-5x4w-stag500,/root/Zehao/ClawHarness/out/batch_run_3/task-01/20260417T095528Z_vps-docker-qwen3-235b8x2-multi-5x4w-stag500-worker,2026-04-17T09:55:37.130519+00:00,2026-04-17T09:58:02.372163+00:00,145.241644,2026-04-17T09:55:37.201684+00:00,2026-04-17T09:57:55.071923+00:00,137.870239
multi-inst-5x4i,/root/Zehao/ClawHarness/out/batch_run_3/task-01/20260417T095921Z_vps-docker-qwen3-235b8x2-single-inst-5x4i-worker,2026-04-17T09:59:53.069073+00:00,2026-04-17T10:02:12.155674+00:00,139.086601,2026-04-17T09:59:53.230402+00:00,2026-04-17T10:01:32.701214+00:00,99.470812
multi-inst-5x2ix2w-500,/root/Zehao/ClawHarness/out/batch_run_3/task-01/20260417T100858Z_vps-docker-qwen3-235b8x2-multi-inst-5x2ix2w-stag500-worker,2026-04-17T10:09:14.708357+00:00,2026-04-17T10:11:01.096814+00:00,106.388457,2026-04-17T10:09:14.776319+00:00,2026-04-17T10:10:44.903638+00:00,90.127319
