scenario,rows_with_usage,output_tokens_mean,output_tps_request_mean,output_tps_session_delta_mean
multi-25x4w-stag150,100,116.45,9.53897971,4.58776042
multi-25x4w-stag300,100,103.25,12.874453209999999,8.50625273
multi-25x4w-stag500,100,144.12,10.21044445,5.86204169
