scenario,connect,send,wait,history,total
multi-25x4w-stag150,5922.90725,27.054389999999998,12195.868540000001,40.42767,12263.388899999998
multi-25x4w-stag300,7366.2265,16.96046,11961.39463,200.53666,12178.9297
multi-25x4w-stag500,898.62825,8.49536,15743.31589,41.805910000000004,15793.655120000001
