scenario,send_p95,send_p99,wait_p50,wait_p95,wait_p99,history_p95,history_p99,total_p95,total_p99
multi-25x4w-stag150,215.69,249.944,10058.786,22187.578,59852.387,16.06,35.331,22580.736,59863.117
multi-25x4w-stag300,172.106,235.123,11739.015,21958.668,49249.991,21.809,9499.376,21972.822,49261.294
multi-25x4w-stag500,23.974,56.965,14114.849,19210.958,40541.727,16.97,33.874,19222.43,40556.523
