scenario,benchmark_cpu_peak,benchmark_cpu_peak_t_sec,benchmark_rss_peak_kib,benchmark_rss_peak_t_sec,system_disk_pct_util_peak,system_disk_pct_util_peak_t_sec,system_disk_w_await_peak,system_disk_w_await_peak_t_sec,system_interrupts_peak,system_interrupts_peak_t_sec,system_context_switches_peak,system_context_switches_peak_t_sec,system_run_queue_peak,system_run_queue_peak_t_sec,npu_utilization_peak,npu_utilization_peak_t_sec,npu_aicore_peak,npu_aicore_peak_t_sec,npu_hbm_peak,npu_hbm_peak_t_sec
multi-25x4w-stag150,175.0,133.0,984576.0,122.0,9.2,44.0,5.0,79.0,1124174.0,380.0,1774435.0,380.0,73.0,91.0,96.0,260.269905,51.875,176.992919,94.5,0.0
multi-25x4w-stag300,159.0,123.0,996820.0,120.0,11.2,131.0,4.81,30.0,1059605.0,340.0,1707707.0,340.0,71.0,193.0,96.4375,56.254833,52.0625,56.254833,95.0,0.0
multi-25x4w-stag500,168.0,129.0,952960.0,229.0,10.8,54.0,5.23,3.0,1053689.0,432.0,1654277.0,432.0,72.0,157.0,96.375,375.020043,53.125,121.325566,95.0,0.0
