scenario,busiest_device,pct_util,r_await,w_await,aqu_sz,system_wkb_s,benchmark_kb_wr_per_s
single-w,sda,0.27474370922646785,0.002329916123019571,0.24406337371854614,0.021817334575955267,2324.19008387698,2284.3690587138863
single-r,sda,0.6064942528735633,0.005747126436781609,0.47455938697318006,0.04603448275862069,4538.34745210728,4445.464521072797
single-inst-w,sda,0.6474417919575204,0.00449103905229733,0.4967389896104714,0.14264407308798865,8810.67304195545,8840.184628999861
single-inst-r,sda,1.0830712716677668,0.02063614173233559,0.6640280521568958,0.23214209910617875,13887.6548241388,13618.942892151572
