scenario,run_dir,run_started_at,run_finished_at,run_wall_clock_sec,first_request_started_at,last_request_finished_at,request_window_sec
single-inst-25x4i-stag0,/root/Zehao/ClawHarness/out/batch_run_5/task-01/20260420T133011Z_vps-docker-qwen3-235b-single-inst-25x4i-worker,2026-04-20T13:30:42.370662+00:00,2026-04-20T13:38:19.584830+00:00,457.214168,2026-04-20T13:30:42.463602+00:00,2026-04-20T13:37:29.342570+00:00,406.878968
single-inst-25x4i-0-lim,/root/Zehao/ClawHarness/out/batch_run_5/task-01/20260420T193153Z_vps-docker-qwen3-235b-single-inst-25x4i-limited-worker,2026-04-20T19:32:26.350522+00:00,2026-04-20T19:39:16.144223+00:00,409.793701,2026-04-20T19:32:26.471710+00:00,2026-04-20T19:38:28.987400+00:00,362.51569
single-inst-25x4i-stag300-lim,/root/Zehao/ClawHarness/out/batch_run_5/task-01/20260420T200819Z_vps-docker-qwen3-235b-single-inst-25x4i-stag300-limited-worker,2026-04-20T20:08:51.406852+00:00,2026-04-20T20:18:33.704028+00:00,582.297176,2026-04-20T20:08:51.493728+00:00,2026-04-20T20:17:41.368351+00:00,529.874623
