scenario,connect,send,wait,history,total
single-inst-25x4i-stag0,2331.294,6.28886,11241.888729999999,183.00159,11431.21781
single-inst-25x4i-0-lim,2207.8807500000003,5.49939,10850.302039999999,177.88963999999999,11033.727690000002
single-inst-25x4i-stag300-lim,335.33925,6.85282,13940.95896,180.60605999999999,14128.45746
