session_mode,stagger_ms,total_mean_mean,total_mean_std,total_p95_mean,total_p95_std,total_p99_mean,total_p99_std,request_window_sec_mean,request_window_sec_std,run_wall_clock_sec_mean,run_wall_clock_sec_std,goodput_rps_mean,goodput_rps_std,pct_cpu_total_mean,pct_cpu_total_std,rss_gib_mean,rss_gib_std,disk_write_mib_s_mean,disk_write_mib_s_std,run_queue_mean,run_queue_std
per_request,150.0,13674.83425,8302.075400186566,27144.4185,12425.386222660165,32577.816749999998,10831.590853827842,77.8025,40.644600596717225,90.28,40.77650293980591,0.31886678985251715,0.1741205071943553,70.82374999999999,27.895154912337972,0.9099362034797669,0.06363812279753184,10.862187744140625,2.874038426493126,22.46575,5.365141525005031
per_request,300.0,12750.476,8596.166681715637,24437.708749999998,19064.52791778778,33208.04975,12584.032922372498,78.09224999999999,35.207692666754895,88.24175,36.040792891527786,0.29435916972859183,0.12025385236862988,68.92525,17.991499833254593,0.9134833495616913,0.05387474855334039,10.864573730468749,1.5421480757606127,24.323,3.6504925695034647
per_request,500.0,11956.06625,6395.204584628305,20706.344,6868.811677164884,22849.09375,4927.819615516068,64.905,31.832858788784062,81.77550000000001,37.53243133167191,0.36075302913694696,0.15279839412935742,71.90174999999999,26.2886638353873,0.8556364479064942,0.0681793441769275,10.27262353515625,2.693317896178022,23.50075,6.503818077355279
per_worker,150.0,22128.63425,18826.307764060297,56028.374749999995,50223.40411955823,72451.069,67189.62581499685,134.71800000000002,108.6201565947438,151.52425,105.77980052724307,0.21763867112979787,0.12905403828407505,47.16825,17.30599551937613,0.8471576371192933,0.09805009368598232,7.485981689453125,2.1025663859948502,26.20225,6.8008642281698295
per_worker,300.0,19450.54075,17385.42839904603,31904.759,27029.57150594177,44462.303,38765.652530531814,109.11125,85.42046540252126,118.64750000000001,86.77206323274022,0.24784046490884115,0.110842148501589,52.8665,15.638842018086462,0.8777731919288636,0.06152870475700723,7.974740478515625,2.5579664953979364,26.381,4.688413875359839
per_worker,500.0,22133.54175,15172.192918492967,34352.7065,30992.61173992478,56819.4925,36274.51903583703,146.695,98.74693564528134,155.33225,96.09086259846285,0.1884605990772801,0.11798019905514458,40.94775,14.29421354663021,0.862144330739975,0.07106857203488637,6.741266357421875,1.93829095785918,29.8475,4.772658134275558
