session_mode,rep_label,topology,total_mean_mean,total_mean_std,total_p95_mean,total_p95_std,total_p99_mean,total_p99_std,request_window_sec_mean,request_window_sec_std,run_wall_clock_sec_mean,run_wall_clock_sec_std,goodput_rps_mean,goodput_rps_std,pct_cpu_total_mean,pct_cpu_total_std,rss_gib_mean,rss_gib_std,disk_write_mib_s_mean,disk_write_mib_s_std,run_queue_mean,run_queue_std,requests_total_mean,requests_total_std,requests_ok_mean,requests_ok_std,requests_failed_mean,requests_failed_std,success_rate_mean,success_rate_std
per_request,single-r,single,6578.12875,4259.717128395999,6442.62975,4982.987054461302,24704.114,9222.6328650434,131.5635,85.19422133963468,143.21474999999998,83.51613018403489,0.2089297804742545,0.13558179488803745,42.35825,17.243946616614966,0.8199934990406037,0.11536169476194058,7.278983154296875,3.2618648808650352,27.18825,7.568214865475213,20.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0
per_request,multi-5x4w-500-r,multi-5x4w,11956.06625,6395.204584628305,20706.344,6868.811677164884,22849.09375,4927.819615516068,64.905,31.832858788784062,81.77550000000001,37.53243133167191,0.36075302913694696,0.15279839412935742,71.90174999999999,26.2886638353873,0.8556364479064942,0.0681793441769275,10.27262353515625,2.693317896178022,23.50075,6.503818077355279,20.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0
per_request,single-inst-r,single-inst-5x4i,11569.76125,5756.539534769036,21677.60725,5948.983090112817,27010.9665,9618.028852225405,65.35249999999999,35.197939300476094,101.87525000000001,33.92803367300656,0.4020631208245367,0.265051848126109,164.095,21.787799567647962,2.77396191239357,0.42145547355132584,24.09134228515625,3.809345821522805,22.6735,8.303652951161515,20.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0
per_request,multi-5x2ix2w-500-r,multi-inst-5x2ix2w,13477.95525,7174.369244880575,24056.210499999997,11044.514137866076,30725.09175,12901.344193253133,78.97625000000001,36.58308134803118,99.0575,36.9388449693093,0.29181172193536814,0.11752075293444958,96.849,18.1400354832435,1.4665826213359834,0.20776647715761715,14.054046875,2.8499604155941385,25.89825,4.594843006023164,20.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0
per_worker,single-w,single,10036.04075,8319.943178935073,19393.4015,13942.96971684116,31047.73625,12990.157963807023,200.72175,166.39887462635275,219.9,158.66537721674925,0.14824808517836027,0.08892352114320219,33.88225,14.256374653115708,0.677312000989914,0.018228675031803587,5.454194091796875,2.174340616080962,29.055999999999997,7.008036006376299,20.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0
per_worker,multi-5x4w-300-w,multi-5x4w,19450.54075,17385.42839904603,31904.759,27029.57150594177,44462.303,38765.652530531814,109.11125,85.42046540252126,118.64750000000001,86.77206323274022,0.24784046490884115,0.110842148501589,52.8665,15.638842018086462,0.8777731919288636,0.06152870475700723,7.974740478515625,2.5579664953979364,26.381,4.688413875359839,20.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0
per_worker,single-inst-w,single-inst-5x4i,23178.01175,13178.723149398564,31875.5135,21519.069910810016,98148.78525,89199.1779128087,174.456,111.96119111847042,213.46175,115.11006230958556,0.168854188983674,0.119060206790401,89.95,34.31042491721722,2.3623189368247988,0.08383696287783896,13.645284423828127,5.315951849762753,28.607,7.410312858892441,20.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0
per_worker,multi-5x2ix2w-500-w,multi-inst-5x2ix2w,18602.05525,14950.73414864952,29915.5655,20822.627091203878,66180.403,81465.50944987373,123.93924999999999,110.86388282446481,144.36525,109.43584689175968,0.2476728441551424,0.14455912672646426,77.12575,36.80866377521285,1.4408889861106873,0.23273194305322356,13.437123779296874,5.864961913056995,26.64325,7.42299002536489,20.0,0.0,19.75,0.49999999999999967,0.25,0.5,0.9875,0.025000000000000036
