scenario,connect,send,wait,history,total
single-w,70.545,3.4299500000000003,5645.3781,211.83724999999998,5860.68575
multi-5x4w-stag500,6041.591,5.624750000000001,9904.05435,158.251,10067.96335
multi-inst-5x4i,2124.38875,10.53765,10352.44565,885.8252500000001,11248.8467
multi-inst-5x2ix2w-500,4147.43775,8.830549999999999,10844.5405,571.6224,11425.0346
