scenario,run_dir,run_started_at,run_finished_at,run_wall_clock_sec,first_request_started_at,last_request_finished_at,request_window_sec
single-w,/root/Zehao/ClawHarness/out/batch_run_3/task-01/20260417T094635Z_vps-docker-qwen3-235b8x2-single-20-request,2026-04-17T09:46:42.364230+00:00,2026-04-17T09:48:51.772497+00:00,129.408267,2026-04-17T09:46:42.435141+00:00,2026-04-17T09:48:39.649807+00:00,117.214666
multi-5x4w-stag500,/root/Zehao/ClawHarness/out/batch_run_3/task-01/20260417T095802Z_vps-docker-qwen3-235b8x2-multi-5x4w-stag500-request,2026-04-17T09:58:09.681480+00:00,2026-04-17T09:59:20.953831+00:00,71.272351,2026-04-17T09:58:09.746683+00:00,2026-04-17T09:59:08.069477+00:00,58.322794
multi-inst-5x4i,/root/Zehao/ClawHarness/out/batch_run_3/task-01/20260417T100212Z_vps-docker-qwen3-235b8x2-single-inst-5x4i-request,2026-04-17T10:02:44.051889+00:00,2026-04-17T10:04:13.964148+00:00,89.912259,2026-04-17T10:02:44.170530+00:00,2026-04-17T10:03:44.251022+00:00,60.080492
multi-inst-5x2ix2w-500,/root/Zehao/ClawHarness/out/batch_run_3/task-01/20260417T101101Z_vps-docker-qwen3-235b8x2-multi-inst-5x2ix2w-stag500-request,2026-04-17T10:11:17.022253+00:00,2026-04-17T10:12:37.944181+00:00,80.921928,2026-04-17T10:11:17.090495+00:00,2026-04-17T10:12:22.294094+00:00,65.203599
