scenario,interrupts_per_s,system_context_switches_per_s,run_queue,blocked_processes,benchmark_cswch_per_s,benchmark_nvcswch_per_s,benchmark_iodelay
single-w,903929.6193548387,1422375.0064516128,34.748387096774195,0.012903225806451613,33.83766233766234,17.883116883116884,0.0
multi-5x4w-stag500,775645.2575757576,1302836.8484848484,26.03030303030303,0.0,30.323076923076922,164.12307692307692,0.0
multi-inst-5x4i,771537.3549918612,1341048.5323657081,19.82927292457949,0.020944112859468258,77.73939725691999,170.70134404234153,0.0
multi-inst-5x2ix2w-500,790251.5281805745,1327375.4813269493,20.614090287277705,0.0,42.48796218487395,51.929971988795515,0.0
