scenario,connect,send,wait,history,total
single-w,66.26,5.24625,7351.774,200.05335,7557.1126
multi-5x4w-stag500,934.92075,10.16185,9814.5245,201.89255,10026.6164
multi-inst-5x4i,1870.57225,6.475849999999999,9992.3336,816.99695,10815.8439
multi-inst-5x2ix2w-500,4093.7265,5.944599999999999,9885.2779,574.6736,10465.932799999999
