scenario,busiest_device,pct_util,r_await,w_await,aqu_sz,system_wkb_s,benchmark_kb_wr_per_s
single-w,sda,0.44870129870129866,0.006493506493506494,0.3559090909090909,0.05415584415584415,4948.207792207792,4905.272727272727
multi-5x4w-stag500,sda,0.6538461538461539,0.0,0.6706153846153846,0.11738461538461538,8936.184615384615,10418.584615384616
multi-inst-5x4i,sda,1.2183001593026903,0.0,0.7271563981549893,0.2624370344902891,16702.848233699704,16240.317880105335
multi-inst-5x2ix2w-500,sda,0.8180672268907563,0.0,0.932611344537815,0.27032492997198876,13465.326610644257,12330.01400560224
