scenario,utilization_pct,hbm_usage_pct,aicore_usage_pct
single-w,65.3125,93.5,23.5703125
multi-5x4w-stag500,56.732142857142854,93.5,29.910714285714285
multi-inst-5x4i,43.0890625,93.5296875,22.9296875
multi-inst-5x2ix2w-500,55.09722222222222,93.96875,27.493055555555557
