scenario,connect,send,wait,history,total
single-w,66.26,5.24625,7351.774,200.05335,7557.1126
single-r,94.302,2.6740500000000003,2297.3583,201.47265,2501.54165
single-inst-w,1870.57225,6.475849999999999,9992.3336,816.99695,10815.8439
single-inst-r,155.37825,6.96555,4172.3692,792.52245,4971.895149999999
