scenario,send_p95,send_p99,wait_p50,wait_p95,wait_p99,history_p95,history_p99,total_p95,total_p99
single-w,17.613,21.751,5854.74,13277.397,25302.961,21.814,3832.924,17114.873,25315.04
single-r,8.306,17.617,1692.205,1776.343,13839.042,6.372,3924.486,1782.849,17767.614
single-inst-w,20.365,27.777,10790.197,13109.693,15935.016,4050.836,4177.976,15320.315,15943.851
single-inst-r,25.862,29.17,2539.262,11351.013,11352.431,4012.823,4035.64,15257.345,15369.184
