scenario,run_dir,run_started_at,run_finished_at,run_wall_clock_sec,first_request_started_at,last_request_finished_at,request_window_sec
serial-100,/root/Zehao/ClawHarness/out/batch_run_burst_smoke/context-list-smoke/20260523T235202Z_vps-docker-burst-smoke-burst-serial-100-smoke,2026-05-23T23:52:03.142314+00:00,2026-05-23T23:52:41.730269+00:00,38.587955,2026-05-23T23:52:03.203013+00:00,2026-05-23T23:52:40.707526+00:00,37.504513
1c1i-10w,/root/Zehao/ClawHarness/out/batch_run_burst_smoke/context-list-smoke/20260523T235241Z_vps-docker-burst-smoke-burst-single-container-single-instance-10w-smoke,2026-05-23T23:52:42.956423+00:00,2026-05-23T23:53:43.718576+00:00,60.762153,2026-05-23T23:52:43.291854+00:00,2026-05-23T23:53:42.261500+00:00,58.969646
1c2oc-2x5w,/root/Zehao/ClawHarness/out/batch_run_burst_smoke/context-list-smoke/20260523T235854Z_vps-docker-burst-smoke-burst-single-container-multi-openclaw-2x5w-smoke,2026-05-23T23:59:02.459110+00:00,2026-05-23T23:59:38.939830+00:00,36.48072,2026-05-23T23:59:03.346398+00:00,2026-05-23T23:59:36.870850+00:00,33.524452
