scenario,busiest_device,pct_util,r_await,w_await,f_await,aqu_sz,wkb_s
serial-100,sda,2.4675675675675675,0.03702702702702703,2.6724324324324322,0.0,1.094864864864865,42305.18918918919
1c1i-10w,sda,2.3589830508474576,0.03389830508474576,2.87864406779661,0.0,1.156101694915254,46089.64389830509
1c2oc-2x5w,sda,3.635294117647059,0.0,3.957941176470588,0.0,2.1938235294117647,81995.76470588235
