scenario,run_dir,requests_total,requests_ok,requests_failed,connect_mean_ms,send_mean_ms,send_p95_ms,send_p99_ms,wait_mean_ms,wait_p50_ms,wait_p95_ms,wait_p99_ms,history_mean_ms,history_p95_ms,history_p99_ms,total_mean_ms,total_p50_ms,total_p95_ms,total_p99_ms,docker_cpu_percent_mean,docker_mem_percent_mean,docker_block_read_bytes_per_s_mean,docker_block_write_bytes_per_s_mean,pidstat_cpu_percent_mean,pidstat_rss_kib_mean,pidstat_kb_wr_per_s_mean,pidstat_iodelay_mean,pidstat_cswch_per_s_mean,pidstat_nvcswch_per_s_mean,iostat_busiest_device,iostat_pct_util_mean,iostat_r_await_mean,iostat_w_await_mean,iostat_f_await_mean,iostat_aqu_sz_mean,iostat_wkb_s_mean,vmstat_interrupts_per_s_mean,vmstat_context_switches_per_s_mean,vmstat_run_queue_mean,npu_utilization_mean,npu_hbm_usage_mean,npu_aicore_usage_mean,npu_aivector_usage_mean,npu_aicpu_usage_mean,npu_ctrlcpu_usage_mean,perf_cache_misses_mean,perf_context_switches_mean,perf_cpu_migrations_mean,perf_page_faults_mean,perf_unsupported_events,strace_events_per_s_peak,strace_events_per_s_peak_t_sec,strace_duration_ms_per_s_peak,strace_duration_ms_per_s_peak_t_sec,strace_top_syscall,strace_top_syscall_total_duration_sec,node_fs_async_mean_ms,node_fs_callback_mean_ms,node_promise_callback_mean_ms,node_event_loop_immediate_mean_ms,node_event_loop_timers_mean_ms,node_fs_async_count,node_fs_callback_count,node_promise_callback_count,node_top_fs_path,node_top_fs_path_count,gateway_bootstrap_load_mean_ms,gateway_skills_mean_ms,gateway_context_bundle_mean_ms,gateway_execution_admission_wait_mean_ms,gateway_reply_dispatch_queue_wait_mean_ms,gateway_reply_dispatch_queue_hold_mean_ms,gateway_reply_dispatch_pending_mean,node_sessions_lock_total_ms,node_sessions_lock_count,node_sessions_dir_enum_total_ms,node_sessions_dir_enum_count,node_sessions_json_total_ms,node_sessions_json_count,node_sessions_tmp_total_ms,node_sessions_tmp_count,node_bootstrap_files_total_ms,node_bootstrap_files_count
serial-100,/root/Zehao/ClawHarness/out/batch_run_burst_smoke/context-list-smoke/20260523T235202Z_vps-docker-burst-smoke-burst-serial-100-smoke,100,100,0,60.008,241.97731,251.345,275.884,57.30236,51.096,62.223,68.254,31.15816,35.589,40.016,330.46091,321.276,345.605,551.666,12.962173913043477,0.002173913043478261,0.0,540.2504363839957,92.83333333333333,482617.3333333333,17287.333333333332,0.0,46.5,37.333333333333336,sda,2.4675675675675675,0.03702702702702703,2.6724324324324322,0.0,1.094864864864865,42305.18918918919,442433.34210526315,810961.8421052631,3.289473684210526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1c1i-10w,/root/Zehao/ClawHarness/out/batch_run_burst_smoke/context-list-smoke/20260523T235241Z_vps-docker-burst-smoke-burst-single-container-single-instance-10w-smoke,100,100,0,1309.5438,244.89254,447.178,473.138,12700.28378,13585.084,15736.511,16233.156,121.83999,321.422,523.67,13067.03475,13988.001,16047.475,16498.625,8.317894736842105,0.0013157894736842105,0.0,315.1417276899641,94.77166666666666,490004.6666666667,17271.121666666666,0.0,60.20166666666666,73.245,sda,2.3589830508474576,0.03389830508474576,2.87864406779661,0.0,1.156101694915254,46089.64389830509,452442.25,831199.2666666667,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1c2oc-2x5w,/root/Zehao/ClawHarness/out/batch_run_burst_smoke/context-list-smoke/20260523T235854Z_vps-docker-burst-smoke-burst-single-container-multi-openclaw-2x5w-smoke,100,100,0,2204.6405999999997,279.83727999999996,313.472,697.732,6319.43517,6642.087,9162.688,9947.414,131.8714,360.458,575.302,6731.1663,6985.39,9781.57,10320.16,239.87285714285716,0.07857142857142858,0.0,83045591.14870062,,,,,,,sda,3.635294117647059,0.0,3.957941176470588,0.0,2.1938235294117647,81995.76470588235,442127.6857142857,810701.7714285714,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
