scenario,total_mean,total_p50,total_p95,total_p99
multi-5x4w-stag150,11934.222,9855.098,20542.859,26375.973
multi-5x4w-stag300,12796.8045,9572.294,26506.011,26514.537
multi-5x4w-stag500,10067.96335,9249.64,12467.021,19433.761
