scenario,benchmark_cpu_peak,benchmark_cpu_peak_t_sec,benchmark_rss_peak_kib,benchmark_rss_peak_t_sec,system_disk_pct_util_peak,system_disk_pct_util_peak_t_sec,system_disk_w_await_peak,system_disk_w_await_peak_t_sec,system_interrupts_peak,system_interrupts_peak_t_sec,system_context_switches_peak,system_context_switches_peak_t_sec,system_run_queue_peak,system_run_queue_peak_t_sec,npu_utilization_peak,npu_utilization_peak_t_sec,npu_aicore_peak,npu_aicore_peak_t_sec,npu_hbm_peak,npu_hbm_peak_t_sec
multi-5x4w-stag150,165.0,59.0,979496.0,58.0,9.6,35.0,3.63,61.0,974403.0,30.0,1481621.0,19.0,68.0,60.0,87.625,27.550203,47.1875,55.06269,92.0,0.0
multi-5x4w-stag300,133.0,1.0,996608.0,70.0,14.4,69.0,4.14,34.0,999343.0,19.0,1635993.0,33.0,71.0,48.0,84.25,54.967886,44.875,54.967886,92.0,0.0
multi-5x4w-stag500,156.0,32.0,975012.0,59.0,5.6,9.0,5.08,33.0,973963.0,35.0,1623638.0,35.0,99.0,51.0,87.0,37.151426,48.375,37.151426,92.0,0.0
