scenario,connect,send,wait,history,total
multi-5x4w-stag150,5911.5785,46.066,11719.8815,168.23985,11934.222
multi-5x4w-stag300,1203.0325,19.065549999999998,12612.2945,165.40275,12796.8045
multi-5x4w-stag500,6041.591,5.624750000000001,9904.05435,158.251,10067.96335
