scenario,utilization_pct,hbm_usage_pct,aicore_usage_pct
multi-5x4w-stag150,57.0078125,92.0,30.296875
multi-5x4w-stag300,52.03125,92.0,27.2421875
multi-5x4w-stag500,62.125,92.0,32.36607142857143
