scenario,send_p95,send_p99,wait_p50,wait_p95,wait_p99,history_p95,history_p99,total_p95,total_p99
vps-docker-single-task-00-500-full,7.139,11.906,1155.993,1237.802,1278.817,130.4,151.478,1328.41,1393.996
vps-docker-multi-task-00-500-10x50,9.218,43.891,10112.324,10861.11,13361.602,119.883,138.813,10932.32,13553.411
