scenario,run_dir,requests_total,requests_ok,requests_failed,connect_mean_ms,send_mean_ms,send_p95_ms,send_p99_ms,wait_mean_ms,wait_p50_ms,wait_p95_ms,wait_p99_ms,history_mean_ms,history_p95_ms,history_p99_ms,total_mean_ms,total_p50_ms,total_p95_ms,total_p99_ms,docker_cpu_percent_mean,docker_mem_percent_mean,docker_block_read_bytes_per_s_mean,docker_block_write_bytes_per_s_mean,pidstat_cpu_percent_mean,pidstat_rss_kib_mean,pidstat_kb_wr_per_s_mean,pidstat_iodelay_mean,pidstat_cswch_per_s_mean,pidstat_nvcswch_per_s_mean,iostat_busiest_device,iostat_pct_util_mean,iostat_r_await_mean,iostat_w_await_mean,iostat_f_await_mean,iostat_aqu_sz_mean,iostat_wkb_s_mean,vmstat_interrupts_per_s_mean,vmstat_context_switches_per_s_mean,vmstat_run_queue_mean,perf_cache_misses_mean,perf_context_switches_mean,perf_cpu_migrations_mean,perf_page_faults_mean,perf_unsupported_events,strace_events_per_s_peak,strace_events_per_s_peak_t_sec,strace_duration_ms_per_s_peak,strace_duration_ms_per_s_peak_t_sec,strace_top_syscall,strace_top_syscall_total_duration_sec,node_fs_async_mean_ms,node_fs_callback_mean_ms,node_promise_callback_mean_ms,node_event_loop_immediate_mean_ms,node_event_loop_timers_mean_ms,node_fs_async_count,node_fs_callback_count,node_promise_callback_count,node_top_fs_path,node_top_fs_path_count
vps-docker-single-task-00-500-full,/root/client-harness/out/20260325T165722Z_vps-docker-single-task-00-500-full,500,500,0,314.671,2.894924,7.139,11.906,968.853072,1155.993,1237.802,1278.817,83.169346,130.4,151.478,1054.943476,1188.232,1328.41,1393.996,44.60028571428571,2.099285714285714,0.0,384932.56575870694,44.009507575757574,1425805.6742424243,1143.203125,0.0,36690.49736742424,0.08333333333333333,vda,0.37362428842504747,0.0,1.2010626185958255,0.012333965844402278,0.02299810246679317,1863.8784819734344,85166.65340909091,159458.6856060606,1.253787878787879,,87.81171590909092,19.511736742424244,22.26669696969697,"cache-misses, cache-references",3365.0,526.0,16649.22100000015,144.0,futex,4205.606122,,,,,,,,,,
vps-docker-multi-task-00-500-10x50,/root/client-harness/out/20260325T170949Z_vps-docker-multi-task-00-500-10x50,500,500,0,1336.1206,5.443102,9.218,43.891,10148.61982,10112.324,10861.11,13361.602,64.07442,119.883,138.813,10218.162896,10182.247,10932.32,13553.411,43.63449275362319,1.4757004830917875,0.0,321385.1292859217,43.08595375722543,1024012.7784200385,1169.9569171483622,0.0,37021.16317919076,0.06165703275529865,vda,0.3803088803088803,0.0,1.3107528957528958,0.012548262548262547,0.02108108108108108,1863.8454054054055,85966.14450867052,160999.95953757226,1.3159922928709056,,90.57352023121388,20.7548978805395,194.94916377649324,"cache-misses, cache-references",3432.0,110.0,17226.127000000295,408.0,futex,4138.578739,2.2255151515151512,0.0,0.183,0.04,0.0,33.0,0.0,7.0,,
