scenario,interrupts_per_s,system_context_switches_per_s,run_queue,perf_cache_misses,perf_context_switches,perf_cpu_migrations,perf_page_faults,perf_unsupported_events,strace_events_per_s_peak,strace_duration_ms_per_s_peak,strace_top_syscall,strace_top_syscall_total_duration_sec
vps-docker-single-task-00-500-full,85166.65340909091,159458.6856060606,1.253787878787879,,87.81171590909092,19.511736742424244,22.26669696969697,"cache-misses, cache-references",3365.0,16649.22100000015,futex,4205.606122
vps-docker-multi-task-00-500-10x50,85966.14450867052,160999.95953757226,1.3159922928709056,,90.57352023121388,20.7548978805395,194.94916377649324,"cache-misses, cache-references",3432.0,17226.127000000295,futex,4138.578739
