scenario,cpu_percent,mem_percent,block_read_bytes_per_s,block_write_bytes_per_s
vps-docker-single-task-00-500-full,44.60028571428571,2.099285714285714,0.0,384932.56575870694
vps-docker-multi-task-00-500-10x50,43.63449275362319,1.4757004830917875,0.0,321385.1292859217
