scenario,utilization_pct,hbm_usage_pct,aicore_usage_pct
single-w,79.86036036036036,94.0,28.42511261261261
multi-25x4w-stag500,87.40875,95.0,44.37375
multi-inst-25x4i,78.93820520480008,95.0,37.92007480856203
multi-inst-25x2ix2w-500,85.8065710167715,95.44622423130679,43.03446016771488
