scenario,connect,send,wait,history,total
single-w,67.328,3.7432,10659.810309999999,52.52391000000001,10716.11214
multi-25x4w-stag500,898.62825,8.49536,15743.31589,41.805910000000004,15793.655120000001
multi-inst-25x4i,2331.294,6.28886,11241.888729999999,183.00159,11431.21781
multi-inst-25x2ix2w-500,4052.8765,17.689970000000002,14000.41355,216.60111,14234.74378
