scenario,benchmark_pct_cpu_total,benchmark_pct_cpu_usr,benchmark_pct_cpu_system,benchmark_pct_cpu_wait,system_cpu_user_pct,system_cpu_system_pct,system_cpu_iowait_pct,system_cpu_idle_pct
single-inst-25x4i-stag0,57.117138210230095,45.25230365299074,11.864834557239359,0.09644329760223799,8.39173872303088,8.709901062182045,0.0,82.93837840008003
single-inst-25x4i-0-lim,63.222602525694086,50.83314788531261,12.389454640381482,2.0375133657884934,8.386492526895514,8.380667359552962,0.0,83.22911032111719
single-inst-25x4i-stag300-lim,44.56397255981032,35.77695573023453,8.787016829575787,1.6387047175450944,8.53795373430719,8.939621949258171,0.0,82.55883506972904
single-inst-25x4i-stag500-lim,54.77385141816944,43.69657913467151,11.077272283497937,1.6035201094019436,8.27560261959418,8.596600324635064,0.0,83.15970883910184
