scenario,rss_kib_total
multi-inst-25x1dx4ix1w-stag150,2045288.7241348315
multi-inst-25x1dx4ix1w-stag300,2096482.9699141106
multi-inst-25x1dx4ix1w-stag500,2009671.477045045
