scenario,total_mean,total_p50,total_p95,total_p99
multi-inst-25x1dx4ix1w-stag150,17346.340060000002,13036.481,37091.06,43158.57
multi-inst-25x1dx4ix1w-stag300,12770.337420000002,10450.899,21527.008,75964.006
multi-inst-25x1dx4ix1w-stag500,14649.95698,12456.189,34271.329,47058.792
