scenario,connect,send,wait,history,total
multi-inst-25x1dx4ix1w-stag150,6496.875,5.46336,17159.93626,180.89952000000002,17346.340060000002
multi-inst-25x1dx4ix1w-stag300,5753.34725,5.69176,12579.38644,185.22212,12770.337420000002
multi-inst-25x1dx4ix1w-stag500,5649.08625,4.58149,14463.243859999999,182.09208999999998,14649.95698
