scenario,send_p95,send_p99,wait_p50,wait_p95,wait_p99,history_p95,history_p99,total_p95,total_p99
multi-inst-25x1dx4ix1w-stag150,9.262,60.071,13024.056,35866.128,43141.538,18.669,4385.515,37091.06,43158.57
multi-inst-25x1dx4ix1w-stag300,25.597,40.733,10440.565,19164.082,75930.298,18.645,4522.73,21527.008,75964.006
multi-inst-25x1dx4ix1w-stag500,13.643,40.919,12446.958,34261.942,47041.983,22.523,4289.627,34271.329,47058.792
