scenario,benchmark_cpu_peak,benchmark_cpu_peak_t_sec,benchmark_rss_peak_kib,benchmark_rss_peak_t_sec,system_disk_pct_util_peak,system_disk_pct_util_peak_t_sec,system_disk_w_await_peak,system_disk_w_await_peak_t_sec,system_interrupts_peak,system_interrupts_peak_t_sec,system_context_switches_peak,system_context_switches_peak_t_sec,system_run_queue_peak,system_run_queue_peak_t_sec,npu_utilization_peak,npu_utilization_peak_t_sec,npu_aicore_peak,npu_aicore_peak_t_sec,npu_hbm_peak,npu_hbm_peak_t_sec
multi-inst-25x1dx4ix1w-stag150,488.47,10.112298,3709861.888,22.76632,10.8,33.0,5.02,9.0,1157562.0,624.0,1862573.0,624.0,71.0,99.0,96.1875,65.640273,53.0625,196.094596,96.0,0.0
multi-inst-25x1dx4ix1w-stag300,494.26,7.58575,3755999.232,22.764515,13.6,28.0,5.47,5.0,1053661.0,380.0,1661652.0,380.0,71.0,384.0,97.0,306.897435,50.875,56.068242,96.5,205.400655
multi-inst-25x1dx4ix1w-stag500,494.88,10.114917,3770679.296,22.776175,12.8,12.0,4.79,13.0,1114377.0,389.0,1787602.0,389.0,72.0,388.0,96.6875,253.383735,52.375,37.371809,97.0,112.937631
